timestamp,track_id,sensor_id,x,y
1.3,251,0,267.733,168.678
1.35,251,0,267.722,168.73
1.4,251,0,267.711,168.781
1.45,251,0,267.7,168.829
1.5,251,0,267.689,168.883
1.55,251,0,267.676,168.945
1.6,251,0,267.662,169.009
1.65,251,0,267.649,169.073
1.7,251,0,267.636,169.135
1.75,251,0,267.624,169.187
1.8,251,0,267.611,169.25
1.85,251,0,267.598,169.312
1.9,251,0,267.582,169.388
1.95,251,0,267.567,169.456
2,251,0,267.553,169.525
2.05,251,0,267.54,169.583
2.1,251,0,267.527,169.646
2.15,251,0,267.514,169.705
2.2,251,0,267.502,169.764
2.25,251,0,267.489,169.824
2.3,251,0,267.476,169.884
2.35,251,0,267.463,169.945
2.4,251,0,267.449,170.012
2.45,251,0,267.435,170.077
2.5,251,0,267.423,170.136
2.55,251,0,267.41,170.196
2.6,251,0,267.398,170.253
2.65,251,0,267.387,170.306
2.7,251,0,267.376,170.358
2.75,251,0,267.363,170.417
2.8,251,0,267.352,170.471
2.85,251,0,267.34,170.527
2.9,251,0,267.329,170.579
2.95,251,0,267.318,170.631
3,251,0,267.307,170.682
3.05,251,0,267.297,170.73
3.1,251,0,267.286,170.78
3.15,251,0,267.276,170.829
3.2,251,0,267.269,170.861
3.25,251,0,267.258,170.91
3.3,251,0,267.246,170.967
3.35,251,0,267.234,171.022
3.4,251,0,267.222,171.082
3.45,251,0,267.21,171.139
3.5,251,0,267.198,171.195
3.55,251,0,267.186,171.248
3.6,251,0,267.175,171.3
3.65,251,0,267.163,171.356
3.7,251,0,267.153,171.406
3.75,251,0,267.141,171.462
3.8,251,0,267.128,171.521
3.85,251,0,267.117,171.574
3.9,251,0,267.102,171.646
3.95,251,0,267.088,171.712
4,251,0,267.072,171.786
4.05,251,0,267.059,171.846
4.1,251,0,267.044,171.916
4.15,251,0,267.032,171.974
4.2,251,0,267.021,172.027
4.25,251,0,267.01,172.079
4.3,251,0,266.998,172.134
4.35,251,0,266.987,172.188
4.4,251,0,266.975,172.24
4.45,251,0,266.967,172.282
4.5,251,0,266.96,172.313
4.55,251,0,266.948,172.369
4.6,251,0,266.936,172.428
4.65,251,0,266.924,172.481
4.7,251,0,266.911,172.541
4.75,251,0,266.899,172.598
4.8,251,0,266.889,172.648
4.85,251,0,266.875,172.713
4.9,251,0,266.863,172.771
4.95,251,0,266.85,172.83
5,251,0,266.838,172.885
5.05,251,0,266.826,172.942
5.1,251,0,266.814,172.999
5.15,251,0,266.804,173.048
5.2,251,0,266.792,173.102
5.25,251,0,266.781,173.157
5.3,251,0,266.769,173.209
5.35,251,0,266.758,173.261
5.4,251,0,266.748,173.309
5.45,251,0,266.74,173.346
5.5,251,0,266.735,173.372
5.55,251,1,267.33,173.706
5.6,251,1,267.267,173.76
5.65,251,1,267.223,173.798
5.7,251,1,267.185,173.832
5.75,251,1,267.092,173.912
5.8,251,1,267.043,173.955
5.85,251,1,267.002,173.99
5.9,251,1,266.966,174.022
5.95,251,1,266.937,174.047
6,251,1,266.909,174.071
6.05,251,1,266.885,174.092
6.1,251,1,266.86,174.114
6.15,251,1,266.845,174.127
6.2,251,1,266.897,174.082
6.25,89,0,267.727,168.706
6.3,89,0,267.715,168.763
6.35,251,2,267.11,174.602
6.35,89,0,267.703,168.818
6.4,251,2,266.952,174.624
6.4,89,0,267.692,168.868
6.45,251,2,266.91,174.63
6.45,89,0,267.68,168.924
6.5,251,2,266.896,174.632
6.5,89,0,267.668,168.984
6.55,251,2,266.886,174.633
6.55,89,0,267.653,169.051
6.6,251,2,266.887,174.633
6.6,89,0,267.64,169.112
6.65,251,2,266.926,174.628
6.65,89,0,267.628,169.17
6.7,251,2,267.126,174.599
6.7,89,0,267.614,169.234
6.75,251,3,267.083,175.075
6.75,89,0,267.601,169.297
