timestamp,track_id,sensor_id,x,y
1.3,127,0,267.736,168.664
1.35,127,0,267.725,168.714
1.4,127,0,267.714,168.764
1.45,127,0,267.703,168.819
1.5,127,0,267.692,168.871
1.55,127,0,267.679,168.931
1.6,127,0,267.665,168.998
1.65,127,0,267.651,169.06
1.7,127,0,267.64,169.115
1.75,127,0,267.626,169.179
1.8,127,0,267.615,169.23
1.85,127,0,267.602,169.295
1.9,127,0,267.588,169.36
1.95,127,0,267.573,169.429
2,127,0,267.559,169.496
2.05,127,0,267.545,169.563
2.1,127,0,267.531,169.626
2.15,127,0,267.52,169.68
2.2,127,0,267.506,169.744
2.25,127,0,267.492,169.808
2.3,127,0,267.479,169.873
2.35,127,0,267.466,169.933
2.4,127,0,267.452,169.996
2.45,127,0,267.441,170.052
2.5,127,0,267.427,170.118
2.55,127,0,267.414,170.175
2.6,127,0,267.402,170.232
2.65,127,0,267.39,170.29
2.7,127,0,267.378,170.345
2.75,127,0,267.367,170.397
2.8,127,0,267.356,170.448
2.85,127,0,267.344,170.507
2.9,127,0,267.332,170.563
2.95,127,0,267.321,170.616
3,127,0,267.308,170.674
3.05,127,0,267.298,170.721
3.1,127,0,267.278,170.817
3.15,127,0,267.269,170.86
3.2,127,0,267.261,170.899
3.25,127,0,267.246,170.969
3.3,127,0,267.226,171.06
3.35,127,0,267.21,171.135
3.4,127,0,267.165,171.347
3.45,127,0,267.155,171.397
3.5,127,0,267.181,171.272
3.55,127,0,267.131,171.508
3.6,127,0,267.123,171.548
3.65,127,0,267.119,171.563
3.7,127,0,267.121,171.553
3.75,127,0,267.122,171.55
3.8,127,0,267.101,171.65
3.85,127,0,267.092,171.692
3.9,127,0,267.074,171.776
3.95,127,0,267.062,171.834
4,127,0,267.052,171.881
4.05,127,0,267.039,171.942
4.1,127,0,267.028,171.994
4.15,127,0,267.017,172.045
4.2,127,0,266.999,172.131
4.25,127,0,266.996,172.144
4.3,127,0,266.983,172.204
4.35,127,0,266.972,172.256
4.4,127,0,266.961,172.308
4.45,127,0,266.952,172.352
4.5,127,0,266.941,172.403
4.55,127,0,266.927,172.47
4.6,127,0,266.917,172.515
4.65,127,0,266.91,172.548
4.7,127,0,266.888,172.653
4.75,127,0,266.869,172.74
4.8,127,0,266.852,172.823
4.85,127,0,266.84,172.879
4.9,127,0,266.83,172.926
4.95,127,0,266.823,172.957
5,127,0,266.814,172.998
5.05,127,0,266.804,173.045
5.1,127,0,266.792,173.102
5.15,127,0,266.784,173.139
