timestamp,track_id,sensor_id,x,y
1.3,60,0,267.733,168.678
1.35,60,0,267.722,168.73
1.4,60,0,267.711,168.781
1.45,60,0,267.7,168.829
1.5,60,0,267.689,168.883
1.55,60,0,267.676,168.945
1.6,60,0,267.662,169.009
1.65,60,0,267.649,169.073
1.7,60,0,267.636,169.135
1.75,60,0,267.624,169.187
1.8,60,0,267.611,169.25
1.85,60,0,267.598,169.312
1.9,60,0,267.582,169.388
1.95,60,0,267.567,169.456
2,60,0,267.553,169.525
2.05,60,0,267.54,169.583
2.1,60,0,267.527,169.646
2.15,60,0,267.514,169.705
2.2,60,0,267.502,169.764
2.25,60,0,267.489,169.824
2.3,60,0,267.476,169.884
2.35,60,0,267.463,169.945
2.4,60,0,267.449,170.012
2.45,60,0,267.435,170.077
2.5,60,0,267.423,170.136
2.55,60,0,267.41,170.196
2.6,60,0,267.398,170.253
2.65,60,0,267.387,170.306
2.7,60,0,267.376,170.358
2.75,60,0,267.363,170.417
2.8,60,0,267.352,170.471
2.85,60,0,267.34,170.527
2.9,60,0,267.329,170.579
2.95,60,0,267.318,170.631
3,60,0,267.307,170.682
3.05,60,0,267.297,170.73
3.1,60,0,267.286,170.78
3.15,60,0,267.276,170.829
3.2,60,0,267.269,170.861
3.25,60,0,267.258,170.91
3.3,60,0,267.246,170.967
3.35,60,0,267.234,171.022
3.4,60,0,267.222,171.082
3.45,60,0,267.21,171.139
3.5,60,0,267.198,171.195
3.55,60,0,267.186,171.248
3.6,60,0,267.175,171.3
3.65,60,0,267.163,171.356
3.7,60,0,267.153,171.406
3.75,60,0,267.141,171.462
3.8,60,0,267.128,171.521
3.85,60,0,267.117,171.574
3.9,60,0,267.102,171.646
3.95,60,0,267.088,171.712
4,60,0,267.072,171.786
4.05,60,0,267.059,171.846
4.1,60,0,267.044,171.916
4.15,60,0,267.032,171.974
4.2,60,0,267.021,172.027
4.25,60,0,267.01,172.079
4.3,60,0,266.998,172.134
4.35,60,0,266.987,172.188
4.4,60,0,266.975,172.24
4.45,60,0,266.967,172.282
4.5,60,0,266.96,172.313
4.55,60,0,266.948,172.369
4.6,60,0,266.936,172.428
4.65,60,0,266.924,172.481
4.7,60,0,266.911,172.541
4.75,60,0,266.899,172.598
4.8,60,0,266.889,172.648
4.85,60,0,266.875,172.713
4.9,60,0,266.863,172.771
4.95,60,0,266.85,172.83
5,60,0,266.838,172.885
5.05,60,0,266.826,172.942
5.1,60,0,266.814,172.999
5.15,60,0,266.803,173.05
5.2,60,0,266.793,173.101
5.25,60,0,266.782,173.153
5.3,60,0,266.771,173.203
5.35,60,0,266.76,173.254
5.4,60,0,266.749,173.303
5.45,60,0,266.741,173.343
5.5,60,0,266.735,173.371
5.55,60,1,267.328,173.708
5.6,60,1,267.272,173.756
5.65,60,1,267.231,173.792
5.7,60,1,267.195,173.822
5.75,60,1,267.115,173.893
5.8,60,1,267.06,173.94
5.85,60,1,267.014,173.98
5.9,60,1,266.977,174.012
5.95,60,1,266.943,174.041
6,60,1,266.915,174.066
6.05,60,1,266.89,174.088
6.1,60,1,266.863,174.111
6.15,60,1,266.846,174.126
6.2,60,1,266.888,174.09
6.35,60,2,267.105,174.602
6.4,60,2,266.948,174.624
6.45,60,2,266.911,174.63
6.5,60,2,266.895,174.632
6.55,60,2,266.886,174.633
6.6,60,2,266.887,174.633
6.65,60,2,266.937,174.626
6.7,60,2,267.17,174.593
6.75,60,3,267.072,175.073
6.8,60,3,266.894,175.048
6.85,60,3,266.886,175.047
6.9,60,3,266.888,175.047
6.95,60,3,266.902,175.049
7,60,3,266.926,175.052
7.05,60,3,267.002,175.063
7.1,60,3,267.144,175.083
7.25,60,4,266.84,175.549
7.3,60,4,266.848,175.556
7.35,60,4,266.866,175.572
7.4,60,4,266.891,175.593
7.45,60,4,266.917,175.616
