timestamp,track_id,sensor_id,x,y
1.3,2,0,267.736,168.664
1.35,2,0,267.725,168.714
1.4,2,0,267.714,168.764
1.45,2,0,267.703,168.819
1.5,2,0,267.692,168.871
1.55,2,0,267.679,168.931
1.6,2,0,267.665,168.998
1.65,2,0,267.651,169.06
1.7,2,0,267.64,169.115
1.75,2,0,267.626,169.179
1.8,2,0,267.615,169.23
1.85,2,0,267.602,169.295
1.9,2,0,267.588,169.36
1.95,2,0,267.573,169.429
2,2,0,267.559,169.496
2.05,2,0,267.545,169.563
2.1,2,0,267.531,169.626
2.15,2,0,267.52,169.68
2.2,2,0,267.506,169.744
2.25,2,0,267.492,169.808
2.3,2,0,267.479,169.873
2.35,2,0,267.466,169.933
2.4,2,0,267.452,169.996
2.45,2,0,267.441,170.052
2.5,2,0,267.427,170.118
2.55,2,0,267.414,170.175
2.6,2,0,267.402,170.232
2.65,2,0,267.39,170.29
2.7,2,0,267.378,170.345
2.75,2,0,267.367,170.397
2.8,2,0,267.356,170.448
2.85,2,0,267.344,170.507
2.9,2,0,267.332,170.563
2.95,2,0,267.321,170.616
3,2,0,267.308,170.674
3.05,2,0,267.298,170.721
3.1,2,0,267.287,170.775
3.15,2,0,267.277,170.822
3.2,2,0,267.269,170.861
3.25,2,0,267.258,170.913
3.3,2,0,267.245,170.97
3.35,2,0,267.234,171.025
3.4,2,0,267.223,171.077
3.45,2,0,267.209,171.141
3.5,2,0,267.196,171.202
3.55,2,0,267.185,171.253
3.6,2,0,267.173,171.312
3.65,2,0,267.16,171.371
3.7,2,0,267.147,171.431
3.75,2,0,267.136,171.486
3.8,2,0,267.124,171.544
3.85,2,0,267.109,171.614
3.9,2,0,267.093,171.689
3.95,2,0,267.077,171.763
4,2,0,267.064,171.825
4.05,2,0,267.049,171.893
4.1,2,0,267.035,171.959
4.15,2,0,267.022,172.023
4.2,2,0,267.01,172.078
4.25,2,0,266.998,172.134
4.3,2,0,266.987,172.184
4.35,2,0,266.977,172.234
4.4,2,0,266.968,172.276
4.45,2,0,266.963,172.297
4.5,2,0,266.951,172.358
4.55,2,0,266.938,172.418
4.6,2,0,266.925,172.477
4.65,2,0,266.915,172.527
4.7,2,0,266.902,172.586
4.75,2,0,266.89,172.642
4.8,2,0,266.876,172.71
4.85,2,0,266.864,172.763
4.9,2,0,266.853,172.817
4.95,2,0,266.843,172.865
5,2,0,266.831,172.921
5.05,2,0,266.819,172.979
5.1,2,0,266.808,173.029
5.15,2,0,266.797,173.081
5.2,2,0,266.786,173.132
5.25,2,0,266.775,173.182
5.3,2,0,266.765,173.229
5.35,2,0,266.754,173.281
5.4,2,0,266.744,173.328
5.45,2,0,266.737,173.363
5.55,2,1,267.291,173.739
5.6,2,1,267.245,173.78
5.65,2,1,267.21,173.81
5.7,2,1,267.153,173.859
5.75,2,1,267.072,173.929
5.8,2,1,267.028,173.968
5.85,2,1,266.989,174.002
5.9,2,1,266.956,174.03
5.95,2,1,266.922,174.06
6,2,1,266.897,174.082
6.05,2,1,266.87,174.105
6.1,2,1,266.85,174.123
6.15,2,1,266.857,174.117
6.3,2,2,267.141,174.597
6.35,2,2,267.085,174.605
6.4,2,2,266.922,174.628
6.45,2,2,266.903,174.631
6.5,2,2,266.889,174.633
6.55,2,2,266.885,174.633
6.6,2,2,266.899,174.631
6.65,2,2,266.992,174.618
6.75,2,3,266.913,175.051
6.8,2,3,266.887,175.047
6.85,2,3,266.886,175.047
6.9,2,3,266.895,175.048
6.95,2,3,266.914,175.051
7,2,3,266.964,175.058
7.05,2,3,267.101,175.077
7.25,2,4,266.84,175.549
7.3,2,4,266.858,175.564
7.35,2,4,266.879,175.583
7.4,2,4,266.906,175.606
7.45,2,4,266.935,175.631
7.5,2,4,266.971,175.662
7.55,2,4,267.005,175.692
7.6,2,4,267.061,175.741
7.65,2,4,267.131,175.802
7.7,2,4,267.17,175.835
7.75,2,4,267.202,175.864
7.8,2,4,267.254,175.909
7.85,2,5,266.721,176.244
7.9,2,5,266.726,176.267
7.95,2,5,266.735,176.308
8,2,5,266.745,176.357
8.05,2,5,266.756,176.405
8.1,2,5,266.767,176.457
8.15,2,5,266.777,176.506
8.2,2,5,266.789,176.563
8.2,232,0,267.739,168.648
8.25,2,5,266.802,176.622
8.25,232,0,267.726,168.711
8.3,2,5,266.811,176.668
8.3,232,0,267.713,168.772
8.35,2,5,266.824,176.726
8.35,232,0,267.702,168.824
8.4,2,5,266.836,176.785
8.4,232,0,267.688,168.886
8.45,2,5,266.848,176.839
8.45,232,0,267.676,168.943
8.5,2,5,266.86,176.896
8.5,232,0,267.664,169.001
8.55,2,5,266.872,176.951
8.55,232,0,267.651,169.061
8.6,2,5,266.884,177.009
8.6,232,0,267.636,169.131
8.65,2,5,266.896,177.067
8.65,232,0,267.622,169.2
8.7,2,5,266.907,177.116
8.7,232,0,267.609,169.259
8.75,2,5,266.917,177.167
8.75,232,0,267.593,169.333
8.8,2,5,266.929,177.223
8.8,232,0,267.576,169.413
8.85,2,5,266.941,177.277
8.85,232,0,267.561,169.488
8.9,2,5,266.953,177.333
8.9,232,0,267.547,169.549
8.95,2,5,266.964,177.388
8.95,232,0,267.534,169.614
9,2,5,266.978,177.453
9,232,0,267.521,169.672
9.05,2,5,266.99,177.51
9.05,232,0,267.506,169.743
9.1,2,5,266.999,177.552
9.1,232,0,267.491,169.815
9.15,2,5,267.009,177.598
9.15,232,0,267.476,169.885
9.2,2,5,267.019,177.646
9.2,232,0,267.464,169.942
9.25,2,5,267.029,177.692
9.25,232,0,267.449,170.012
9.3,2,5,267.039,177.739
9.3,232,0,267.435,170.08
9.35,2,5,267.051,177.797
9.35,232,0,267.42,170.147
9.4,2,5,267.064,177.856
9.4,232,0,267.406,170.212
9.45,2,5,267.075,177.907
9.45,232,0,267.394,170.272
9.5,2,5,267.085,177.954
9.5,232,0,267.38,170.338
9.55,2,5,267.095,178
9.55,232,0,267.366,170.402
9.6,2,5,267.107,178.059
9.6,232,0,267.352,170.467
9.65,2,5,267.119,178.113
9.65,232,0,267.338,170.533
9.7,2,5,267.131,178.173
9.7,232,0,267.324,170.599
9.75,2,5,267.142,178.225
9.75,232,0,267.311,170.66
9.8,2,5,267.155,178.285
9.8,232,0,267.299,170.719
9.85,2,5,267.169,178.35
9.85,232,0,267.288,170.771
9.9,2,5,267.182,178.409
9.9,232,0,267.277,170.822
9.95,2,5,267.195,178.472
9.95,232,0,267.269,170.861
10,2,5,267.208,178.531
10,232,0,267.259,170.907
10.05,2,5,267.221,178.596
10.05,232,0,267.246,170.969
10.1,2,5,267.235,178.663
10.1,232,0,267.234,171.022
10.15,2,5,267.25,178.731
10.15,232,0,267.22,171.089
10.2,2,5,267.264,178.798
10.2,232,0,267.206,171.154
10.25,2,5,267.276,178.852
10.25,232,0,267.192,171.22
10.3,2,5,267.287,178.903
10.3,232,0,267.18,171.276
10.35,2,5,267.298,178.958
10.35,232,0,267.166,171.342
10.4,2,5,267.309,179.011
10.4,232,0,267.154,171.4
10.45,2,5,267.323,179.074
10.45,232,0,267.141,171.462
10.5,2,5,267.332,179.119
10.5,232,0,267.129,171.516
10.55,2,5,267.342,179.164
10.55,232,0,267.117,171.574
10.6,2,5,267.354,179.22
10.6,232,0,267.101,171.648
10.65,2,5,267.365,179.271
10.65,232,0,267.085,171.723
10.7,2,5,267.376,179.326
10.7,232,0,267.07,171.794
10.75,2,5,267.387,179.374
10.75,232,0,267.056,171.862
10.8,2,5,267.397,179.422
10.8,232,0,267.04,171.936
